age,workclass,edu_level,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
25_to_45,Private,6_to_12,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Non-US,1
greater_than_45,Local-gov,6_to_12,Divorced,Protective-serv,Not-in-family,Black,Male,20,United-States,0
25_to_45,Self-emp-not-inc,6_to_12,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0
25_to_45,Private,6_to_12,Never-married,Machine-op-inspct,Not-in-family,White,Male,42,United-States,0
25_to_45,Private,6_to_12,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
greater_than_45,Self-emp-not-inc,6_to_12,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,1
greater_than_45,Private,6_to_12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
25_to_45,Private,6_to_12,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
25_to_45,Private,greater_than_12,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,40,United-States,0
25_to_45,Private,6_to_12,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0
greater_than_45,Private,6_to_12,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
25_to_45,Private,6_to_12,Never-married,Sales,Own-child,White,Female,40,Non-US,0
less_than_25,Private,6_to_12,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
less_than_25,Private,6_to_12,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,United-States,0
25_to_45,Private,greater_than_12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
greater_than_45,State-gov,6_to_12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
greater_than_45,Private,6_to_12,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,0
25_to_45,Private,greater_than_12,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
25_to_45,State-gov,6_to_12,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,40,United-States,0
greater_than_45,Private,6_to_12,Divorced,Other-service,Own-child,White,Female,40,United-States,0
25_to_45,Self-emp-not-inc,greater_than_12,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,0
greater_than_45,Private,6_to_12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
less_than_25,Private,6_to_12,Never-married,Sales,Not-in-family,White,Male,60,United-States,0
25_to_45,Private,greater_than_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,32,United-States,0
25_to_45,Private,6_to_12,Separated,Sales,Not-in-family,White,Male,45,United-States,0
greater_than_45,Private,6_to_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,0
25_to_45,Self-emp-not-inc,greater_than_12,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,0
greater_than_45,Self-emp-not-inc,6_to_12,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,0
25_to_45,Private,6_to_12,Never-married,Craft-repair,Other-relative,White,Male,58,United-States,0
greater_than_45,Self-emp-not-inc,greater_than_12,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,1
25_to_45,Private,6_to_12,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,1
less_than_25,Private,6_to_12,Never-married,Other-service,Not-in-family,White,Female,35,United-States,0
25_to_45,Private,greater_than_12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Non-US,0
greater_than_45,Private,less_than_6,Married-civ-spouse,Craft-repair,Husband,White,Male,41,United-States,0
greater_than_45,Private,greater_than_12,Never-married,Adm-clerical,Not-in-family,White,Female,24,United-States,1
greater_than_45,Self-emp-inc,6_to_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,United-States,1
25_to_45,Private,6_to_12,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0
25_to_45,Private,6_to_12,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0
25_to_45,Self-emp-not-inc,6_to_12,Married-civ-spouse,Other-service,Husband,White,Male,70,United-States,0
less_than_25,Private,6_to_12,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0
25_to_45,Private,greater_than_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Non-US,0
25_to_45,Private,6_to_12,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,55,United-States,1
25_to_45,Private,6_to_12,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,0
25_to_45,Private,greater_than_12,Never-married,Sales,Not-in-family,White,Male,45,United-States,1
greater_than_45,Local-gov,greater_than_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
25_to_45,Private,6_to_12,Married-civ-spouse,Sales,Wife,Other,Female,45,United-States,1
less_than_25,Private,6_to_12,Never-married,Sales,Other-relative,White,Male,38,United-States,0
25_to_45,Private,less_than_6,Never-married,Craft-repair,Not-in-family,White,Male,40,Non-US,0
25_to_45,Private,greater_than_12,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,0
less_than_25,Private,6_to_12,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
25_to_45,Private,6_to_12,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0
25_to_45,Private,6_to_12,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
25_to_45,Private,greater_than_12,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
less_than_25,Private,greater_than_12,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0
greater_than_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
greater_than_45,Private,6_to_12,Divorced,Adm-clerical,Not-in-family,White,Female,45,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Adm-clerical,Wife,White,Female,27,United-States,0
less_than_25,Private,greater_than_12,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,0
25_to_45,Private,6_to_12,Never-married,Adm-clerical,Not-in-family,White,Female,15,United-States,0
25_to_45,Local-gov,6_to_12,Never-married,Protective-serv,Own-child,White,Female,40,United-States,1
25_to_45,Self-emp-inc,6_to_12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
greater_than_45,Private,greater_than_12,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,0
less_than_25,State-gov,6_to_12,Never-married,Other-service,Not-in-family,White,Male,50,United-States,0
greater_than_45,Private,6_to_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
25_to_45,Private,greater_than_12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
greater_than_45,Private,6_to_12,Divorced,Sales,Not-in-family,White,Male,60,United-States,0
greater_than_45,Private,6_to_12,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
greater_than_45,Private,6_to_12,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,Non-US,0
greater_than_45,Private,6_to_12,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,0
25_to_45,Private,6_to_12,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
25_to_45,State-gov,6_to_12,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
greater_than_45,Private,6_to_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
greater_than_45,Private,6_to_12,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,1
greater_than_45,Private,6_to_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
25_to_45,Private,greater_than_12,Never-married,Sales,Not-in-family,White,Male,50,United-States,1
25_to_45,Private,less_than_6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
greater_than_45,Private,6_to_12,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States,0
25_to_45,Private,6_to_12,Never-married,Craft-repair,Not-in-family,White,Male,30,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,53,United-States,0
greater_than_45,Private,6_to_12,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
less_than_25,Private,6_to_12,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
less_than_25,Private,6_to_12,Never-married,Adm-clerical,Not-in-family,White,Male,35,United-States,0
25_to_45,Private,6_to_12,Divorced,Other-service,Not-in-family,White,Female,20,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
25_to_45,Local-gov,6_to_12,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,0
25_to_45,Private,6_to_12,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
25_to_45,State-gov,greater_than_12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
25_to_45,State-gov,6_to_12,Never-married,Other-service,Own-child,White,Female,65,United-States,0
25_to_45,Private,less_than_6,Married-civ-spouse,Craft-repair,Husband,White,Male,60,Non-US,0
greater_than_45,Self-emp-not-inc,6_to_12,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
less_than_25,Private,6_to_12,Never-married,Other-service,Own-child,Black,Male,20,United-States,0
25_to_45,Private,6_to_12,Divorced,Adm-clerical,Unmarried,Black,Female,36,United-States,0
25_to_45,Private,less_than_6,Divorced,Handlers-cleaners,Unmarried,White,Male,40,Non-US,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
less_than_25,Self-emp-not-inc,6_to_12,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0
greater_than_45,Self-emp-not-inc,6_to_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
25_to_45,Private,less_than_6,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,0
greater_than_45,Private,6_to_12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
greater_than_45,Private,6_to_12,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,1
25_to_45,Local-gov,greater_than_12,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,1
less_than_25,Private,6_to_12,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,0
25_to_45,Private,greater_than_12,Never-married,Other-service,Other-relative,White,Male,15,United-States,0
25_to_45,Self-emp-inc,6_to_12,Divorced,Craft-repair,Unmarried,White,Male,50,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
25_to_45,Private,greater_than_12,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0
greater_than_45,Self-emp-not-inc,6_to_12,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,1
greater_than_45,Self-emp-not-inc,greater_than_12,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,1
25_to_45,Private,greater_than_12,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
25_to_45,Private,6_to_12,Divorced,Transport-moving,Unmarried,Black,Female,20,United-States,0
less_than_25,Federal-gov,6_to_12,Married-civ-spouse,Sales,Husband,White,Male,37,United-States,0
25_to_45,Private,6_to_12,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
25_to_45,Private,less_than_6,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,1
25_to_45,Private,6_to_12,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0
less_than_25,Private,6_to_12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
25_to_45,Local-gov,greater_than_12,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
25_to_45,Federal-gov,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
25_to_45,Federal-gov,6_to_12,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
25_to_45,Self-emp-not-inc,6_to_12,Never-married,Farming-fishing,Not-in-family,White,Male,70,United-States,0
greater_than_45,State-gov,greater_than_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,0
25_to_45,Private,greater_than_12,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,United-States,0
25_to_45,Private,6_to_12,Never-married,Adm-clerical,Unmarried,Other,Male,40,United-States,0
greater_than_45,Private,less_than_6,Married-civ-spouse,Other-service,Other-relative,White,Female,24,Non-US,0
25_to_45,Private,6_to_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
less_than_25,Private,6_to_12,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
less_than_25,Private,6_to_12,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0
25_to_45,State-gov,6_to_12,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,0
25_to_45,State-gov,6_to_12,Never-married,Protective-serv,Not-in-family,White,Male,36,United-States,0
25_to_45,Private,6_to_12,Separated,Other-service,Unmarried,White,Female,36,United-States,0
less_than_25,Private,6_to_12,Never-married,Sales,Own-child,White,Male,35,United-States,0
25_to_45,Local-gov,greater_than_12,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,1
less_than_25,Private,6_to_12,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0
greater_than_45,Private,greater_than_12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
25_to_45,Private,6_to_12,Divorced,Other-service,Not-in-family,White,Female,48,United-States,0
25_to_45,Private,6_to_12,Widowed,Sales,Unmarried,White,Female,45,United-States,0
25_to_45,Private,6_to_12,Separated,Handlers-cleaners,Unmarried,Black,Female,45,United-States,0
greater_than_45,Private,greater_than_12,Divorced,Prof-specialty,Other-relative,White,Male,50,United-States,1
25_to_45,Private,greater_than_12,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
greater_than_45,Private,greater_than_12,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,0
less_than_25,Private,6_to_12,Never-married,Sales,Own-child,White,Male,35,Non-US,0
less_than_25,Private,6_to_12,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
25_to_45,Self-emp-not-inc,6_to_12,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
greater_than_45,Self-emp-not-inc,greater_than_12,Divorced,Prof-specialty,Other-relative,White,Male,40,United-States,0
greater_than_45,Self-emp-not-inc,6_to_12,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
25_to_45,Local-gov,greater_than_12,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,46,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,0
25_to_45,Local-gov,6_to_12,Divorced,Protective-serv,Unmarried,White,Male,56,United-States,0
less_than_25,Private,6_to_12,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
25_to_45,State-gov,6_to_12,Married-civ-spouse,Protective-serv,Husband,White,Male,70,United-States,0
less_than_25,Private,6_to_12,Never-married,Other-service,Own-child,White,Female,30,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Transport-moving,Husband,White,Male,38,United-States,0
25_to_45,Local-gov,6_to_12,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0
25_to_45,Private,greater_than_12,Divorced,Prof-specialty,Not-in-family,White,Male,70,United-States,1
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0
greater_than_45,State-gov,greater_than_12,Widowed,Exec-managerial,Unmarried,White,Female,55,United-States,0
25_to_45,Private,6_to_12,Never-married,Sales,Not-in-family,White,Male,25,United-States,0
25_to_45,Private,6_to_12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
25_to_45,Private,greater_than_12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,United-States,1
